CHEM123001[40895]|Undergraduate|Open|CHEM12300|Mon Wed Fri : 08:30 AM-09:20 AM||Laurie Jeanne Butler, Meishan Zhao|Kent Chem Lab 120|Honors General Chemistry-3|1|[40895]|[{'sectionname': 'Section 1A41 [40896] - ACT Closed', 'instructor': 'Zhao', 'daytime': 'Mon : 01:30 PM-05:20 PM & Fri : 01:30 PM-02:20 PM'}, {'sectionname': 'Section 1A42 [40897] - ACT Open', 'instructor': 'Zhao', 'daytime': 'Tue : 01:30 PM-05:20 PM & Thu : 01:30 PM-02:20 PM'}, {'sectionname': 'Section 1A43 [40898] - ACT Open', 'instructor': 'Zhao', 'daytime': 'Wed : 01:30 PM-05:20 PM & Mon : 01:30 PM-02:20 PM'}]|LEC
CHEM202001[40899]|Undergraduate|Open|CHEM20200|Mon Wed Fri : 10:30 AM-11:20 AM||Richard F Jordan|Kent Chem Lab 102|Inorganic Chemistry-2|1|[40899]|[{'sectionname': 'Section 1D01 [40900] - DIS Open', 'instructor': 'Jordan', 'daytime': 'Tue : 04:30 PM-05:50 PM'}]|LEC
CHEM222001[40901]|Undergraduate|Open|CHEM22200|Tue Thu : 10:30 AM-11:50 AM||Valerie Keller, Ray Moellering|Kent Chem Lab 107|Organic Chemistry-3|1|[40901]|[{'sectionname': 'Section 1A01 [40902] - ACT Closed', 'instructor': 'Keller', 'daytime': 'Mon : 01:30 PM-05:20 PM & Fri : 05:30 PM-06:20 PM'}, {'sectionname': 'Section 1A02 [40903] - ACT Closed', 'instructor': 'Keller', 'daytime': 'Mon : 01:30 PM-05:20 PM & Fri : 05:30 PM-06:20 PM'}, {'sectionname': 'Section 1A03 [40904] - ACT Closed', 'instructor': 'Keller', 'daytime': 'Mon : 01:30 PM-05:20 PM & Fri : 05:30 PM-06:20 PM'}, {'sectionname': 'Section 1A04 [58432] - ACT Closed', 'instructor': 'Keller', 'daytime': 'Mon : 01:30 PM-05:20 PM & Fri : 05:30 PM-06:20 PM'}, {'sectionname': 'Section 1A05 [40905] - ACT Closed', 'instructor': 'Keller', 'daytime': 'Tue : 01:30 PM-05:20 PM & Thu : 05:30 PM-06:20 PM'}, {'sectionname': 'Section 1A06 [40906] - ACT Closed', 'instructor': 'Keller', 'daytime': 'Tue : 01:30 PM-05:20 PM & Thu : 05:30 PM-06:20 PM'}, {'sectionname': 'Section 1A07 [40907] - ACT Closed', 'instructor': 'Keller', 'daytime': 'Tue : 01:30 PM-05:20 PM & Thu : 05:30 PM-06:20 PM'}, {'sectionname': 'Section 1A09 [40908] - ACT Closed', 'instructor': 'Keller', 'daytime': 'Wed : 01:30 PM-05:20 PM & Mon : 05:30 PM-06:20 PM'}, {'sectionname': 'Section 1A10 [40909] - ACT Closed', 'instructor': 'Keller', 'daytime': 'Wed : 01:30 PM-05:20 PM & Mon : 05:30 PM-06:20 PM'}, {'sectionname': 'Section 1A11 [40910] - ACT Open', 'instructor': 'Keller', 'daytime': 'Wed : 01:30 PM-05:20 PM & Mon : 05:30 PM-06:20 PM'}, {'sectionname': 'Section 1A13 [40911] - ACT Closed', 'instructor': 'Keller', 'daytime': 'Thu : 01:30 PM-05:20 PM & Tue : 05:30 PM-06:20 PM'}, {'sectionname': 'Section 1A14 [40912] - ACT Open', 'instructor': 'Keller', 'daytime': 'Thu : 01:30 PM-05:20 PM & Tue : 05:30 PM-06:20 PM'}, {'sectionname': 'Section 1A15 [58433] - ACT Open', 'instructor': 'Keller', 'daytime': 'Thu : 01:30 PM-05:20 PM & Tue : 05:30 PM-06:20 PM'}, {'sectionname': 'Section 1A17 [40913] - ACT Closed', 'instructor': 'Keller', 'daytime': 'Fri : 01:30 PM-05:20 PM & Wed : 05:30 PM-06:20 PM'}, {'sectionname': 'Section 1A18 [40914] - ACT Open', 'instructor': 'Keller', 'daytime': 'Fri : 01:30 PM-05:20 PM & Wed : 05:30 PM-06:20 PM'}, {'sectionname': 'Section 1A19 [58434] - ACT Open', 'instructor': 'Keller', 'daytime': 'Fri : 01:30 PM-05:20 PM & Wed : 05:30 PM-06:20 PM'}, {'sectionname': 'Section 1A81 [40915] - ACT Open', 'instructor': 'Staff', 'daytime': ''}]|LEC
CHEM227001[40920]|Undergraduate|Closed|CHEM22700|Mon : 01:30 PM-02:20 PM||Michael Hopkins|Kent Chem Lab 102|Adv Organic/Inorganic Lab|1|[40920]|[{'sectionname': 'Section 1L01 [40921] - LAB Closed', 'instructor': 'Staff', 'daytime': ''}]|DIS
CHEM232001[40916]|Undergraduate|Closed|CHEM23200|Tue Thu : 10:30 AM-11:50 AM||Valerie Keller|Kent Chem Lab 120|Honors Organic Chemistry-3|1|[40916]|[{'sectionname': 'Section 1A22 [40917] - ACT Closed', 'instructor': 'Keller', 'daytime': 'Tue : 01:30 PM-05:20 PM & Thu : 05:30 PM-06:20 PM'}, {'sectionname': 'Section 1A23 [40918] - ACT Open', 'instructor': 'Staff', 'daytime': 'Wed : 01:30 PM-05:30 PM & Mon : 05:30 PM-06:20 PM'}, {'sectionname': 'Section 1A82 [40919] - ACT Open', 'instructor': 'Staff', 'daytime': ''}]|LEC
CHEM263001[40922]|Undergraduate|Open|CHEM26300|Mon Wed Fri : 09:30 AM-10:20 AM|This course is a discussion of chemical kinetics and dynamics for processes in gases, in liquids, and at interfaces.|Steven J Sibener|Kent Chem Lab 102|Chem Kinetic/Dynamics|1|[40922]|[]|LEC
CHEM268001[40923]|Undergraduate|Open|CHEM26800|Tue Thu : 09:00 AM-10:20 AM|The theme for this course is the identification of scientific goals that computation can assist in achieving. We examine problems such as understanding the electronic structure and bonding in molecules, interpreting the structure and thermodynamic properties of liquids, protein folding, enzyme catalysis, and bioinformatics. The lectures deal with aspects of numerical analysis and with the theoretical background relevant to calculations of the geometric and electronic structure of molecules, molecular mechanics, molecular dynamics, and Monte Carlo simulations. The lab consists of computational problems drawn from a broad range of chemical and biological interests.|Gregory Voth|Kent Chem Lab 120|Computational Chemistry and Biology|1|[40923]|[]|LEC
CHEM293001[40924]|Undergraduate|Open|CHEM29300|TBA||Ka Yee Lee|TBA|Research in Chemistry|1|[40924]|[]|RSC
CHEM296001[40925]|Undergraduate|Open|CHEM29600|TBA|Students conduct advanced, individually-guided research. Students must submit a written report covering their research activities to the undergraduate counselor. Because this is a 000 credit course, it may be taken as a fifth course without additional charge. Prerequisite(s): Consent of a faculty sponsor and/or the undergraduate counselor Note(s): Graded P/F; Students are required to submit the College Reading/Research Course Form|Ka Yee Lee|TBA|Research in Chemistry|1|[40925]|[]|RSC
CHEM2990017[40966]|Undergraduate|Open|CHEM29900|TBA|Students conduct advanced, individually guided research. Students may submit a written report covering their research activities for consideration for departmental honors. Prerequisite(s): Consent of a faculty sponsor and the undergraduate counselor Note(s): Open only to students majoring in chemistry who are eligible for honors. Available for either quality grades or for P/F grading. Students are required to submit the College Reading and Research Course Form.|Bryan Dickinson|TBA|Rsch: Chemistry Honors Program|17|[40966]|[]|RSC
CHEM2990040[40926]|Undergraduate|Open|CHEM29900|TBA|Students conduct advanced, individually guided research. Students may submit a written report covering their research activities for consideration for departmental honors. Prerequisite(s): Consent of a faculty sponsor and the undergraduate counselor Note(s): Open only to students majoring in chemistry who are eligible for honors. Available for either quality grades or for P/F grading. Students are required to submit the College Reading and Research Course Form.|Yamuna Krishnan|TBA|Rsch: Chemistry Honors Program|40|[40926]|[]|RSC
CHEM2990050[40967]|Undergraduate|Open|CHEM29900|TBA|Students conduct advanced, individually guided research. Students may submit a written report covering their research activities for consideration for departmental honors. Prerequisite(s): Consent of a faculty sponsor and the undergraduate counselor Note(s): Open only to students majoring in chemistry who are eligible for honors. Available for either quality grades or for P/F grading. Students are required to submit the College Reading and Research Course Form.|Michael Hopkins|TBA|Rsch: Chemistry Honors Program|50|[40967]|[]|RSC
CHEM2990089[40927]|Undergraduate|Open|CHEM29900|TBA|Students conduct advanced, individually guided research. Students may submit a written report covering their research activities for consideration for departmental honors. Prerequisite(s): Consent of a faculty sponsor and the undergraduate counselor Note(s): Open only to students majoring in chemistry who are eligible for honors. Available for either quality grades or for P/F grading. Students are required to submit the College Reading and Research Course Form.|Staff|TBA|Rsch: Chemistry Honors Program|89|[40927]|[]|RSC
CHEM309001[40968]|Graduate|Open|CHEM30900|Tue Thu : 09:00 AM-10:20 AM|This course covers various roles of metals in biology. Topics include coordination chemistry of bioinorganic units, substrate binding and activation, electron-transfer proteins, atom and group transfer chemistry, metal homeostasis, ion channels, metals in medicine, and model systems.|Chuan He|Kent Chem Lab 102|Bioinorganic Chemistry|1|[40968]|[]|LEC
CHEM309001[40969]|Undergraduate|Open|CHEM30900|Tue Thu : 09:00 AM-10:20 AM|This course covers various roles of metals in biology. Topics include coordination chemistry of bioinorganic units, substrate binding and activation, electron-transfer proteins, atom and group transfer chemistry, metal homeostasis, ion channels, metals in medicine, and model systems.|Chuan He|Kent Chem Lab 102|Bioinorganic Chemistry|1|[40969]|[]|LEC
CHEM337001[54337]|Graduate|Open|CHEM33700|Mon Wed Fri : 09:30 AM-10:20 AM|Students will learn principles of RNA structure and function, RNA catalysis, and RNA molecular cell biology as they relate to the field of RNA metabolism. In recent years it has become apparent that much of an organisms genome is transcribed, yielding a far more expansive collection of RNA molecules than previously thought: many of these RNAs are classic messenger RNAs that code for proteins but many serve functions other than protein coding (noncoding RNAs). These RNAs are processed, modified, and usually interact with RNA binding proteins (RBPs) to form ribonucleoprotein (RNP) complexes. We will consider emerging themes in noncoding RNA biology and investigate methods for interrogating their cellular structure and function.|Joseph A Piccirilli|Kent Chem Lab 103|RNA Special Topics|1|[54337]|[]|LEC
CHEM350001[40970]|Graduate|Open|CHEM35000|TBA|For course description contact Chemistry.|Viresh H Rawal|TBA|Intro To Research: Chemistry|1|[40970]|[]|RSC
CHEM3500030[40971]|Graduate|Open|CHEM35000|TBA|For course description contact Chemistry.|Vera Dragisich|TBA|Intro To Research: Chemistry|30|[40971]|[]|RSC
CHEM365001[40972]|Graduate|Open|CHEM36500|Tue Thu : 10:30 AM-11:50 AM|This course develops a molecular-level description of chemical kinetics, reaction dynamics, and energy transfer in both gases and liquids. Topics include potential energy surfaces, collision dynamics and scattering theory, reaction rate theory, collisional and radiationless energy transfer, molecule-surface interactions, Brownian motion, time correlation functions, and computer simulations.|Norbert Scherer|Kent Chem Lab 102|Chemical Dynamics|1|[40972]|[]|LEC
CHEM365001[40973]|Undergraduate|Open|CHEM36500|Tue Thu : 10:30 AM-11:50 AM|This course develops a molecular-level description of chemical kinetics, reaction dynamics, and energy transfer in both gases and liquids. Topics include potential energy surfaces, collision dynamics and scattering theory, reaction rate theory, collisional and radiationless energy transfer, molecule-surface interactions, Brownian motion, time correlation functions, and computer simulations.|Norbert Scherer|Kent Chem Lab 102|Chemical Dynamics|1|[40973]|[]|LEC
CHEM387001[40974]|Graduate|Open|CHEM38700|Tue Thu : 09:00 AM-10:20 AM|This course develops a physicochemical description of biological systems. Topics include macromolecules, fluid-phase lipid-bilayer structures in aqueous solution, biomembrane mechanics, control of biomolecular assembly, and computer simulations of biomolecular systems.|Andrei Tokmakoff|Kent Chem Lab 101|Biophysical Chemistry|1|[40974]|[]|LEC
CHEM387001[40975]|Undergraduate|Closed|CHEM38700|Tue Thu : 09:00 AM-10:20 AM|This course develops a physicochemical description of biological systems. Topics include macromolecules, fluid-phase lipid-bilayer structures in aqueous solution, biomembrane mechanics, control of biomolecular assembly, and computer simulations of biomolecular systems.|Andrei Tokmakoff|Kent Chem Lab 101|Biophysical Chemistry|1|[40975]|[]|LEC
CHEM391001[40976]|Graduate|Open|CHEM39100|Mon Wed Fri : 09:30 AM-10:20 AM|This course will focus on the physical properties and kinetics of materials. The chemically-enabled properties of many different materials will be described, including linear and nonlinear elasticity, piezoelectricity, magnetic phenomena, diffusion and other transport properties, nonlinear optical properties, linear and nonlinear acoustic wave phenomena, and biological impacts. Selected applications associated with these properties will be included. Additionally, the course will discuss complex motion of dislocations and interfaces, morphological evolution, and phase transformations in materials synthesis.|Bozhi Tian|Kent Chem Lab 101|Materials Chemistry II|1|[40976]|[]|LEC
CHEM391001[40977]|Undergraduate|Open|CHEM39100|Mon Wed Fri : 09:30 AM-10:20 AM|This course will focus on the physical properties and kinetics of materials. The chemically-enabled properties of many different materials will be described, including linear and nonlinear elasticity, piezoelectricity, magnetic phenomena, diffusion and other transport properties, nonlinear optical properties, linear and nonlinear acoustic wave phenomena, and biological impacts. Selected applications associated with these properties will be included. Additionally, the course will discuss complex motion of dislocations and interfaces, morphological evolution, and phase transformations in materials synthesis.|Bozhi Tian|Kent Chem Lab 101|Materials Chemistry II|1|[40977]|[]|LEC
CHEM400001[40978]|Graduate|Open|CHEM40000|TBA||Vera Dragisich|TBA|Rsch: Related Depts/Institutes|1|[40978]|[]|RSC
CHEM401001[41015]|Graduate|Open|CHEM40100|TBA||James R Norris Jr|TBA|Research: Physical Chemistry|1|[41015]|[]|RSC
CHEM402001[40979]|Graduate|Open|CHEM40200|TBA|Readings and Research for working on their PhD|Laurie Jeanne Butler|TBA|Research: Physical Chemistry|1|[40979]|[]|RSC
CHEM403001[40980]|Graduate|Open|CHEM40300|TBA|Readings and Research for working on their PhD|Wenbin Lin|TBA|Research: Inorganic Chemistry|1|[40980]|[]|RSC
CHEM404001[40981]|Graduate|Open|CHEM40400|TBA||Luping Yu|TBA|Rsch: Org/Phys/Polymer Chem|1|[40981]|[]|RSC
CHEM405001[40982]|Graduate|Open|CHEM40500|TBA||Fabrice Guyot-Sionnest|TBA|Rsch: Laser/Surface/Phys Chem|1|[40982]|[]|RSC
CHEM406001[41016]|Graduate|Open|CHEM40600|TBA||Milan Mrksich|TBA|Research: Bioorganic Chemistry|1|[41016]|[]|RSC
CHEM407001[40983]|Graduate|Open|CHEM40700|TBA|Readings and Research for working on their PhD|Richard F Jordan|TBA|Research: Inorganic Chemistry|1|[40983]|[]|RSC
CHEM408001[41017]|Graduate|Open|CHEM40800|TBA||Jun Yin|TBA|Research: Organic Chemistry|1|[41017]|[]|RSC
CHEM409001[40984]|Graduate|Open|CHEM40900|TBA|Readings and Research for working on their PhD|Viresh H Rawal|TBA|Research: Organic Chemistry|1|[40984]|[]|RSC
CHEM410001[40985]|Graduate|Open|CHEM41000|TBA|Readings and Research for working on their PhD|Donald H Levy|TBA|Research: Physical Chemistry|1|[40985]|[]|RSC
CHEM411001[40986]|Graduate|Open|CHEM41100|TBA|Readings and Research for working on their PhD|Takeshi Oka|TBA|Research: Physical Chemistry|1|[40986]|[]|RSC
CHEM412001[40987]|Graduate|Open|CHEM41200|TBA||David A Mazziotti|TBA|Research: Physical Chemistry|1|[40987]|[]|RSC
CHEM413001[40988]|Graduate|Open|CHEM41300|TBA|Readings and Research for working on their PhD|Michael Hopkins|TBA|Research: Inorganic Chemistry|1|[40988]|[]|RSC
CHEM414001[40989]|Graduate|Open|CHEM41400|TBA|Readings and Research for working on their PhD|Joseph A Piccirilli|TBA|Research: Org/Biological Chem|1|[40989]|[]|RSC
CHEM415001[41018]|Graduate|Open|CHEM41500|TBA|Readings and Research for working on their PhD|R Stephen Berry|TBA|Research: Physical Chemistry|1|[41018]|[]|RSC
CHEM416001[41019]|Graduate|Open|CHEM41600|TBA||Robert Haselkorn|TBA|Research: Biophysical Chem|1|[41019]|[]|RSC
CHEM417001[41020]|Graduate|Open|CHEM41700|TBA||Staff|TBA|Research: Geochemistry|1|[41020]|[]|RSC
CHEM418001[41021]|Graduate|Open|CHEM41800|TBA||Rustem Ismagilov|TBA|Rsch: Org/Phys-Org Chemistry|1|[41021]|[]|RSC
CHEM419001[41022]|Graduate|Open|CHEM41900|TBA|Readings and Research for working on their PhD|Stuart A Rice|TBA|Research: Physical Chemistry|1|[41022]|[]|RSC
CHEM420001[40990]|Graduate|Open|CHEM42000|TBA||Gregory Engel|TBA|Research: Physical Chemistry|1|[40990]|[]|RSC
CHEM421001[40991]|Graduate|Open|CHEM42100|TBA|Readings and Research for working on their PhD|Norbert Scherer|TBA|Research: Physical Chemistry|1|[40991]|[]|RSC
CHEM422001[40992]|Graduate|Open|CHEM42200|TBA|Readings and Research for working on their PhD|Chuan He|TBA|Research: Inorganic Chemistry|1|[40992]|[]|RSC
CHEM423001[40993]|Graduate|Open|CHEM42300|TBA|Readings and Research for working on their PhD|Sergey Kozmin|TBA|Research: Organic Chemistry|1|[40993]|[]|RSC
CHEM424001[40994]|Graduate|Open|CHEM42400|TBA|Readings and Research for working on their PhD|Stephen Kent|TBA|Research: Org/Biological Chem|1|[40994]|[]|RSC
CHEM425001[41023]|Graduate|Open|CHEM42500|TBA|Readings and Research for working on their PhD|Hisashi Yamamoto|TBA|Research: Organic Chemistry|1|[41023]|[]|RSC
CHEM426001[40995]|Graduate|Open|CHEM42600|TBA|Readings and Research for working on their PhD|Karl F Freed|TBA|Research: Physical Chemistry|1|[40995]|[]|RSC
CHEM427001[40996]|Graduate|Open|CHEM42700|TBA|Readings and Research for working on their PhD|Aaron Dinner|TBA|Research: Physical Chemistry|1|[40996]|[]|RSC
CHEM428001[40997]|Graduate|Open|CHEM42800|TBA|Readings and Research for working on their PhD|Steven J Sibener|TBA|Research: Physical Chemistry|1|[40997]|[]|RSC
CHEM430001[40998]|Graduate|Open|CHEM43000|TBA|Readings and Research for working on their PhD|Dmitri Talapin|TBA|Research:  Inorganic Chemistry|1|[40998]|[]|RSC
CHEM431001[41024]|Graduate|Open|CHEM43100|TBA||Gregory Hillhouse|TBA|Research: Inorganic Chemistry|1|[41024]|[]|RSC
CHEM432001[40999]|Graduate|Open|CHEM43200|TBA|Readings and Research for working on their PhD|Gregory Voth|TBA|Research:  Physical Chemistry|1|[40999]|[]|RSC
CHEM433001[41000]|Graduate|Open|CHEM43300|TBA|Readings and Research for working on their PhD|Jared Lewis|TBA|Research:  Organic Chemistry|1|[41000]|[]|RSC
CHEM434001[41001]|Graduate|Open|CHEM43400|TBA|Readings and Research for working on their PhD|Yossef Weizmann|TBA|Research: Organic Chemistry|1|[41001]|[]|RSC
CHEM435001[41002]|Graduate|Open|CHEM43500|TBA|Readings and Research for working on their PhD|Bozhi Tian|TBA|Research:  Physical Chemistry|1|[41002]|[]|RSC
CHEM436001[41003]|Graduate|Open|CHEM43600|TBA|Readings and Research for working on their PhD|Ka Yee Lee|TBA|Research: Physical Chemistry|1|[41003]|[]|RSC
CHEM437001[43863]|Graduate|Open|CHEM43700|TBA||John C Light|TBA|Research: Physical Chemistry|1|[43863]|[]|RSC
CHEM438001[41004]|Graduate|Open|CHEM43800|TBA|Readings and Research for working on their PhD|Andrei Tokmakoff|TBA|Research: Physical Chemistry|1|[41004]|[]|RSC
CHEM439001[41005]|Graduate|Open|CHEM43900|TBA|Readings and Research for working on their PhD|Benoit Roux|TBA|Research:  Org/Biotheoretical Chemistry|1|[41005]|[]|RSC
CHEM440001[41006]|Graduate|Open|CHEM44000|TBA|Readings and Research for working on their PhD|Bryan Dickinson|TBA|Research:  Organic Chemistry|1|[41006]|[]|RSC
CHEM441001[41007]|Graduate|Open|CHEM44100|TBA|Readings and Research for working on their PhD|Yamuna Krishnan|TBA|Research:  Organic Chemistry|1|[41007]|[]|RSC
CHEM442001[41008]|Graduate|Open|CHEM44200|TBA|Readings and Research for working on their PhD|Ray Moellering|TBA|Research:  Organic Chemistry|1|[41008]|[]|RSC
CHEM443001[41009]|Graduate|Open|CHEM44300|TBA|Readings and Research for working on their PhD|Surinarayanan Vaikuntanathan|TBA|Research:  Physical Chemistry|1|[41009]|[]|RSC
CHEM444001[41010]|Graduate|Open|CHEM44400|TBA|Readings and Research for working on their PhD|Scott Snyder|TBA|Research:  Organic Chemistry|1|[41010]|[]|RSC
CHEM445001[41011]|Graduate|Open|CHEM44500|TBA|Readings and Research for working on their PhD|John Anderson|TBA|Research:  Inorganic Chemistry|1|[41011]|[]|RSC
CHEM446001[41012]|Graduate|Open|CHEM44600|TBA|Readings and Research for working on their PhD|Timothy Berkelbach|TBA|Research:  Physical Chemistry|1|[41012]|[]|RSC
CHEM447001[41013]|Graduate|Open|CHEM44700|TBA|Readings and Research for working on their PhD|Jiwoong Park|TBA|Research:  Physical Chemistry|1|[41013]|[]|RSC
CHEM448001[41014]|Graduate|Open|CHEM44800|TBA|Readings and Research for working on their PhD|Guangbin Dong|TBA|Research: Organic Chemistry|1|[41014]|[]|RSC
CHEM500021[41025]|Graduate|Open|CHEM50002|Tue Thu : 12:00 PM-01:20 PM||Vera Dragisich|Kent Chem Lab 120|Sem: Adv. Training for Teachers & Researchers in Chem-III|1|[41025]|[]|SEM
CHIN103001[41039]|Undergraduate|Open|CHIN10300|Mon Tue Wed Thu Fri : 08:30 AM-09:20 AM||Fangpei Cai|Cobb Hall 304|Elementary Modern Chinese-3|1|[41039]|[]|LEC
CHIN103002[41040]|Undergraduate|Open|CHIN10300|Mon Tue Wed Thu Fri : 09:30 AM-10:20 AM||Fangpei Cai|Cobb Hall 304|Elementary Modern Chinese-3|2|[41040]|[]|LEC
CHIN103003[41041]|Undergraduate|Open|CHIN10300|Mon Tue Wed Thu Fri : 09:30 AM-10:20 AM||Shan Xiang|Cobb Hall 319|Elementary Modern Chinese-3|3|[41041]|[]|LEC
CHIN103004[41042]|Undergraduate|Open|CHIN10300|Mon Tue Wed Thu Fri : 10:30 AM-11:20 AM||Shan Xiang|Cobb Hall 319|Elementary Modern Chinese-3|4|[41042]|[]|LEC
CHIN113001[41059]|Undergraduate|Closed|CHIN11300|Mon Wed Fri : 10:30 AM-11:20 AM||Yi-Lu Kuo|TBA|First -Yr. Chinese for Bilinqual Speakers-3|1|[41059]|[]|LEC
CHIN113001[41060]|Graduate|Open|CHIN11300|Mon Wed Fri : 10:30 AM-11:20 AM||Yi-Lu Kuo|TBA|First -Yr. Chinese for Bilinqual Speakers-3|1|[41060]|[]|LEC
CHIN1500799[58322]|Undergraduate|Closed|CHIN15007|TBA||Staff|TBA|Elementary Chinese in Hong Kong|99|[58322]|[]|SEM
CHIN1500899[58323]|Undergraduate|Closed|CHIN15008|TBA||Staff|TBA|Elementary Chinese in Hong Kong|99|[58323]|[]|SEM
CHIN1500999[58324]|Undergraduate|Closed|CHIN15009|TBA||Staff|TBA|Intermediate Chinese in Hong Kong|99|[58324]|[]|SEM
CHIN1501099[58325]|Undergraduate|Closed|CHIN15010|TBA||Staff|TBA|Intermediate Chinese in Hong Kong|99|[58325]|[]|SEM
CHIN1501199[58326]|Undergraduate|Closed|CHIN15011|TBA||Staff|TBA|Advanced Chinese in Hong Kong|99|[58326]|[]|SEM
CHIN1501299[58327]|Undergraduate|Closed|CHIN15012|TBA||Staff|TBA|Advanced Chinese in Hong Kong|99|[58327]|[]|SEM
CHIN203001[41047]|Undergraduate|Open|CHIN20300|Mon Tue Wed Thu Fri : 08:30 AM-09:20 AM||Meng Li|Cobb Hall 301|Intermediate Modern Chinese-3|1|[41047]|[]|LEC
CHIN203002[41048]|Undergraduate|Open|CHIN20300|Mon Tue Wed Thu Fri : 09:30 AM-10:20 AM||Meng Li|Cobb Hall 301| |2|[41048]|[]|LEC
CHIN204031[41052]|Undergraduate|Open|CHIN20403|Mon Tue Wed Thu Fri : 09:30 AM-10:20 AM||Staff|Cobb Hall 303|Advanced Modern Chinese-3|1|[41052]|[]|LEC
CHIN205031[41056]|Undergraduate|Open|CHIN20503|Mon Wed Fri : 09:30 AM-10:20 AM||Yi-Lu Kuo|TBA|Fourth-Year Modern Chinese-3|1|[41056]|[]|LEC
CHIN205081[41054]|Undergraduate|Open|CHIN20508|Tue Thu : 10:30 AM-11:50 AM||Staff|TBA|Readings In Literary Chinese-1|1|[41054]|[]|LEC
CHIN206031[41058]|Undergraduate|Open|CHIN20603|Mon Wed Fri : 09:30 AM-10:20 AM||Youqin Wang|TBA|Fifth-Year Modern Chinese-3|1|[41058]|[]|LEC
CHIN210001[41061]|Undergraduate|Open|CHIN21000|Tue Thu : 09:00 AM-10:20 AM||Staff|TBA|Elem Literary Chinese-3|1|[41061]|[]|LEC
CHIN210001[41062]|Graduate|Closed|CHIN21000|Tue Thu : 09:00 AM-10:20 AM||Staff|TBA|Elem Literary Chinese-3|1|[41062]|[]|LEC
CHIN213001[41063]|Undergraduate|Open|CHIN21300|Mon Tue Wed Thu Fri : 08:30 AM-09:20 AM||Marie Jiang|Cobb Hall 218|Accelerated Chinese for Bilingual Speakers-3|1|[41063]|[]|LEC
CHIN213001[41064]|Graduate|Open|CHIN21300|Mon Tue Wed Thu Fri : 08:30 AM-09:20 AM||Marie Jiang|Cobb Hall 218|Accelerated Chinese for Bilingual Speakers-3|1|[41064]|[]|LEC
CHIN303001[41051]|Graduate|Open|CHIN30300|Mon Tue Wed Thu Fri : 09:30 AM-10:20 AM||Staff|Cobb Hall 303|Advanced Modern Chinese-3|1|[41051]|[]|LEC
CHIN333001[41043]|Graduate|Open|CHIN33300|Mon Tue Wed Thu Fri : 08:30 AM-09:20 AM||Fangpei Cai|Cobb Hall 304|Elementary Modern Chinese-3|1|[41043]|[]|LEC
CHIN333002[41044]|Graduate|Open|CHIN33300|Mon Tue Wed Thu Fri : 09:30 AM-10:20 AM||Fangpei Cai|Cobb Hall 304|Elementary Modern Chinese-3|2|[41044]|[]|LEC
CHIN333003[41045]|Graduate|Open|CHIN33300|Mon Tue Wed Thu Fri : 09:30 AM-10:20 AM||Shan Xiang|Cobb Hall 319|Elementary Modern Chinese-3|3|[41045]|[]|LEC
CHIN333004[41046]|Graduate|Open|CHIN33300|Mon Tue Wed Thu Fri : 10:30 AM-11:20 AM||Shan Xiang|Cobb Hall 319|Elementary Modern Chinese-3|4|[41046]|[]|LEC
CHIN343001[41049]|Graduate|Open|CHIN34300|Mon Tue Wed Thu Fri : 08:30 AM-09:20 AM||Meng Li|Cobb Hall 301|Intermediate Modern Chinese-3|1|[41049]|[]|LEC
CHIN343002[41050]|Graduate|Open|CHIN34300|Mon Tue Wed Thu Fri : 09:30 AM-10:20 AM||Meng Li|Cobb Hall 301|Intermediate Modern Chinese-3|2|[41050]|[]|LEC
CHIN408001[41053]|Graduate|Open|CHIN40800|Tue Thu : 10:30 AM-11:50 AM||Staff|TBA|Readings In Literary Chinese-1|1|[41053]|[]|LEC
CHIN413001[41055]|Graduate|Open|CHIN41300|Mon Wed Fri : 09:30 AM-10:20 AM||Yi-Lu Kuo|TBA|Fourth-Year Modern Chinese-3|1|[41055]|[]|LEC
CHIN513001[41057]|Graduate|Open|CHIN51300|Mon Wed Fri : 09:30 AM-10:20 AM||Youqin Wang|TBA|Fifth-Year Modern Chinese-3|1|[41057]|[]|LEC
CHIN6000089[57839]|Graduate|Open|CHIN60000|TBA||Staff|TBA|Rdg Crse: Spec Topic Chinese|89|[57839]|[]|RSC
CHIN6010089[57854]|Graduate|Open|CHIN60100|TBA||Staff|TBA|Directed Rdg: Adv Chinese|89|[57854]|[]|IND
CHRM353001[41166]|Graduate|Open|CHRM35300|Fri : 09:00 AM-11:50 AM|"This course is the third of a three-quarter sequence introducing students to essential aspects of religious leadership; the sequence is required for second-year M.Div. students and complements their field education experience. In this final quarter of the year-long sequence, students study congregations as ""communities-within-communities,"" examining the public life of congregations and their leaders as responsible agents of change, both within the religious community and in the wider context. Through research projects and case studies, students practice the skills of analysis, decision-making, negotiation and visioning that are essential to organizational vitality and constructive community engagement."|Cynthia Lindner|Swift Hall 400|Arts of Ministry: Community, Leadership and Change|1|[41166]|[]|SEM
